Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2017,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.4,12.4,,,11.9,12.9,7599,3240981,Overall,Overall,,,DISEST,STATTYPE,,82,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.3,5.8,510,301856,Overall,Overall,,,DISEST,STATTYPE,"(42.27687047000046, -72.08269067499964)",25,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.6,6.7,858,346545,Overall,Overall,,,DISEST,STATTYPE,"(47.52227862900048, -120.47001078999972)",53,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.1,76.1,,,74.7,77.5,4653,7285899,Overall,Overall,,,DISEST,STATTYPE,"(40.79373015200048, -77.86070029399963)",42,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,16.0,16.0,,,14.7,17.3,1230,886224,Overall,Overall,,,DISEST,STATTYPE,"(35.68094058000048, -85.77449091399967)",47,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.9,77.9,,,76.4,79.3,6961,798478,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.3,4.3,,,3.5,5.2,242,427982,Overall,Overall,,,DISEST,STATTYPE,"(40.48501028300046, -88.99771017799969)",17,Q6VIS,AGEADJPREV,CAT1,BO1,,
2017,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.8,10.8,,,9.8,11.9,990,644455,Overall,Overall,,,DISEST,STATTYPE,"(42.27687047000046, -72.08269067499964)",25,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.0,77.0,,,75.9,78.0,7455,1645291,Overall,Overall,,,DISEST,STATTYPE,"(39.360700171000474, -111.58713063499971)",49,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.1,7.2,280,145535,Overall,Overall,,,DISEST,STATTYPE,"(39.493240390000494, -117.07184056399967)",32,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,64.8,64.8,,,62.3,67.3,2949,1398156,Overall,Overall,,,DISEST,STATTYPE,"(34.74865012400045, -92.27449074299966)",05,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2017,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.4,8.4,,,7.6,9.4,752,80377,Overall,Overall,,,DISEST,STATTYPE,"(47.06652897200047, -109.42442064499971)",30,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.5,23.5,,,22.6,24.6,3439,1335352,Overall,Overall,,,DISEST,STATTYPE,"(47.52227862900048, -120.47001078999972)",53,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2017,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.2,6.2,,,5.5,7.0,450,148195,Overall,Overall,,,DISEST,STATTYPE,"(42.46940091300047, -93.81649055599968)",19,Q6IND,AGEADJPREV,CAT1,BO1,,
2017,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.6,6.7,3461,1947973,Overall,Overall,,,DISEST,STATTYPE,,85,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.0,10.0,,,8.5,11.8,382,53056,Overall,Overall,,,DISEST,STATTYPE,"(64.84507995700051, -147.72205903599973)",02,Q6MOB,AGEADJPREV,CAT1,BO1,,
2017,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.0,7.0,,,6.1,8.1,701,51419,Overall,Overall,,,DISEST,STATTYPE,"(44.353130053000484, -100.3735306369997)",46,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2017,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,2.7,,,2.3,3.1,504,40265,Overall,Overall,,,DISEST,STATTYPE,"(41.6410409880005, -99.36572062299967)",31,Q6SEL,AGEADJPREV,CAT1,BO1,,
2017,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.7,3.7,,,2.9,4.6,205,30796,Overall,Overall,,,DISEST,STATTYPE,"(41.70828019300046, -71.52247031399963)",44,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.2,12.2,,,10.2,14.6,220,10755,Overall,Overall,,,DISEST,STATTYPE,,66,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.3,73.3,,,71.8,74.7,3967,2279482,Overall,Overall,,,DISEST,STATTYPE,"(44.56744942400047, -120.15503132599969)",41,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.8,26.8,,,25.5,28.2,2485,1396765,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,3.1,,,2.5,3.8,234,36107,Overall,Overall,,,DISEST,STATTYPE,"(43.65595011300047, -71.50036091999965)",33,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.3,74.3,,,72.6,76.0,2960,315348,Overall,Overall,,,DISEST,STATTYPE,"(43.23554134300048, -108.10983035299967)",56,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.3,5.3,,,4.9,5.7,2448,2173759,Overall,Overall,,,DISEST,STATTYPE,,88,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.0,7.0,,,5.9,8.4,395,100133,Overall,Overall,,,DISEST,STATTYPE,"(43.682630005000476, -114.3637300419997)",16,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.0,9.0,,,7.9,10.2,330,48961,Overall,Overall,,,DISEST,STATTYPE,"(38.89037138500049, -77.03196112699965)",11,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,3.4,,,2.8,4.2,233,27146,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.2,24.2,,,22.3,26.2,2096,165861,Overall,Overall,,,DISEST,STATTYPE,"(44.353130053000484, -100.3735306369997)",46,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,4.7,,,4.3,5.2,1719,1874998,Overall,Overall,,,DISEST,STATTYPE,,88,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.2,75.2,,,74.3,76.0,24038,10915388,Overall,Overall,,,DISEST,STATTYPE,"(42.82700103200045, -75.54397042699964)",36,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.3,23.3,,,21.0,25.9,781,1661572,Overall,Overall,,,DISEST,STATTYPE,"(40.13057004800049, -74.27369128799967)",34,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,3.4,,,3.0,3.9,572,328828,Overall,Overall,,,DISEST,STATTYPE,"(40.06021014100048, -82.40426005599966)",39,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.4,12.4,,,11.9,13.0,6426,1461559,Overall,Overall,,,DISEST,STATTYPE,,86,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.0,27.0,,,25.3,28.7,3484,304423,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.2,5.9,234,26681,Overall,Overall,,,DISEST,STATTYPE,"(38.89037138500049, -77.03196112699965)",11,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.9,6.9,,,6.4,7.4,3347,1796033,Overall,Overall,,,DISEST,STATTYPE,,81,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.8,7.8,,,7.4,8.2,6179,4135820,Overall,Overall,,,DISEST,STATTYPE,,83,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,5.8,,,5.4,6.4,745,122344,Overall,Overall,,,DISEST,STATTYPE,"(39.360700171000474, -111.58713063499971)",49,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.0,11.0,,,9.4,12.9,407,829780,Overall,Overall,,,DISEST,STATTYPE,"(40.13057004800049, -74.27369128799967)",34,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.4,10.4,,,9.8,11.0,2661,522831,Overall,Overall,,,DISEST,STATTYPE,"(39.29058096400047, -76.60926011099963)",24,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,12.4,12.4,,,11.4,13.6,812,209695,Overall,Overall,,,DISEST,STATTYPE,"(38.66551020200046, -80.71264013499967)",54,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.3,5.9,279,183109,Overall,Overall,,,DISEST,STATTYPE,"(31.31266064400046, -92.44568007099969)",22,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.8,13.8,,,12.7,14.9,1320,532739,Overall,Overall,,,DISEST,STATTYPE,"(33.998821303000454, -81.04537120699968)",45,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.7,6.7,,,6.1,7.3,3504,2195703,Overall,Overall,,,DISEST,STATTYPE,,85,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.8,77.8,,,76.8,78.8,10217,1079359,Overall,Overall,,,DISEST,STATTYPE,"(41.6410409880005, -99.36572062299967)",31,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.9,8.9,,,8.2,9.8,1128,125475,Overall,Overall,,,DISEST,STATTYPE,"(41.6410409880005, -99.36572062299967)",31,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.8,24.8,,,23.6,26.0,2920,1647478,Overall,Overall,,,DISEST,STATTYPE,"(37.54268067400045, -78.45789046299967)",51,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.2,6.9,553,75417,Overall,Overall,,,DISEST,STATTYPE,"(43.65595011300047, -71.50036091999965)",33,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.6,10.6,,,10.1,11.1,3637,1243321,Overall,Overall,,,DISEST,STATTYPE,,89,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.7,8.7,,,8.0,9.5,852,674470,Overall,Overall,,,DISEST,STATTYPE,"(44.6613195430005, -84.71439026999968)",26,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.0,3.0,,,2.6,3.4,335,63811,Overall,Overall,,,DISEST,STATTYPE,"(39.360700171000474, -111.58713063499971)",49,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.0,9.0,,,8.3,9.9,1322,407093,Overall,Overall,,,DISEST,STATTYPE,"(39.29058096400047, -76.60926011099963)",24,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,8.1,8.1,,,7.2,9.1,461,128148,Overall,Overall,,,DISEST,STATTYPE,"(38.66551020200046, -80.71264013499967)",54,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.3,78.3,,,77.8,78.9,29186,6786411,Overall,Overall,,,DISEST,STATTYPE,,87,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.0,14.0,,,13.2,14.9,2301,612298,Overall,Overall,,,DISEST,STATTYPE,"(33.998821303000454, -81.04537120699968)",45,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.2,9.2,,,8.4,10.1,864,54255,Overall,Overall,,,DISEST,STATTYPE,"(43.62538123900049, -72.51764079099962)",50,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.9,9.9,,,9.3,10.6,2100,155252,Overall,Overall,,,DISEST,STATTYPE,"(41.6410409880005, -99.36572062299967)",31,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.1,5.1,,,4.4,6.0,287,427895,Overall,Overall,,,DISEST,STATTYPE,"(35.466220975000454, -79.15925046299964)",37,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.3,11.3,,,10.7,11.9,2570,1183823,Overall,Overall,,,DISEST,STATTYPE,,89,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.7,6.7,,,5.8,7.7,404,51410,Overall,Overall,,,DISEST,STATTYPE,"(39.008830667000495, -75.57774116799965)",10,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.4,7.4,,,6.3,8.7,431,62549,Overall,Overall,,,DISEST,STATTYPE,"(41.70828019300046, -71.52247031399963)",44,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.6,27.6,,,26.4,28.9,4306,2599258,Overall,Overall,,,DISEST,STATTYPE,"(40.06021014100048, -82.40426005599966)",39,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,7.9,7.9,,,7.2,8.6,610,321116,Overall,Overall,,,DISEST,STATTYPE,"(38.843840757000464, -106.13361092099967)",08,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,3.4,3.4,,,2.8,4.1,223,17643,Overall,Overall,,,DISEST,STATTYPE,"(38.89037138500049, -77.03196112699965)",11,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.2,4.2,,,3.6,4.9,1695,1358737,Overall,Overall,,,DISEST,STATTYPE,,85,Q6SEL,AGEADJPREV,CAT1,BO1,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.6,10.6,,,9.7,11.6,711,1121049,Overall,Overall,,,DISEST,STATTYPE,"(40.48501028300046, -88.99771017799969)",17,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.6,13.6,,,12.7,14.4,1519,745548,Overall,Overall,,,DISEST,STATTYPE,"(39.766910452000445, -86.14996019399968)",18,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.8,25.8,,,24.2,27.4,2578,1433998,Overall,Overall,,,DISEST,STATTYPE,"(34.865970280000454, -111.76381127699972)",04,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.5,11.5,,,10.8,12.3,1627,816711,Overall,Overall,,,DISEST,STATTYPE,"(37.54268067400045, -78.45789046299967)",51,Q6MOB,AGEADJPREV,CAT1,BO1,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.4,12.4,,,11.2,13.6,783,193185,Overall,Overall,,,DISEST,STATTYPE,"(34.52088095200048, -106.24058098499967)",35,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.0,73.0,,,71.3,74.7,7210,754738,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.0,7.0,,,6.5,7.6,2557,766168,Overall,Overall,,,DISEST,STATTYPE,,86,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.8,7.8,,,5.9,10.1,115,7375,Overall,Overall,,,DISEST,STATTYPE,,66,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.8,5.8,,,5.2,6.4,698,1721263,Overall,Overall,,,DISEST,STATTYPE,"(37.63864012300047, -120.99999953799971)",06,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,66.9,66.9,,,64.9,68.8,2988,1452141,Overall,Overall,,,DISEST,STATTYPE,"(34.74865012400045, -92.27449074299966)",05,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.3,26.3,,,25.5,27.2,12999,6744387,Overall,Overall,,,DISEST,STATTYPE,,81,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,10.2,,,9.4,11.0,1156,2944727,Overall,Overall,,,DISEST,STATTYPE,"(37.63864012300047, -120.99999953799971)",06,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.4,6.4,,,5.8,7.1,1200,85414,Overall,Overall,,,DISEST,STATTYPE,"(45.254228894000505, -68.98503133599962)",23,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.3,14.3,,,13.0,15.7,697,411390,Overall,Overall,,,DISEST,STATTYPE,"(35.47203135600046, -97.52107021399968)",40,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.6,28.6,,,26.3,31.0,1036,694366,Overall,Overall,,,DISEST,STATTYPE,"(39.493240390000494, -117.07184056399967)",32,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.6,5.5,863,219636,Overall,Overall,,,DISEST,STATTYPE,"(46.35564873600049, -94.79420050299967)",27,Q6IND,AGEADJPREV,CAT1,BO1,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.0,4.0,,,3.6,4.3,1169,443568,Overall,Overall,,,DISEST,STATTYPE,,89,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.0,3.0,,,2.5,3.5,253,17089,Overall,Overall,,,DISEST,STATTYPE,"(43.62538123900049, -72.51764079099962)",50,Q6VIS,AGEADJPREV,CAT1,BO1,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.5,11.5,,,11.3,11.7,45559,28465825,Overall,Overall,,,DISEST,STATTYPE,,59,Q6COG,AGEADJPREV,CAT1,BO1,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,5.2,,,4.8,5.6,3348,1437020,Overall,Overall,,,DISEST,STATTYPE,,81,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.4,10.4,,,9.3,11.7,1130,76407,Overall,Overall,,,DISEST,STATTYPE,"(44.353130053000484, -100.3735306369997)",46,Q6MOB,AGEADJPREV,CAT1,BO1,,
